CUST_ID	CUST_NAME	ADDRESS	CITY	STATE	WEBSITE	CREDIT_LIMIT	VERSION
278	CSX	"Am Waldrand 5, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.csx.com	3500	1
279	Toys ?R? Us	"Zur Kantine 9, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.toysrusinc.com	1200	1
280	Las Vegas Sands	"Grosse Bahnhostrasse 3, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.sands.com	1200	1
281	Leucadia National	"Paradeplatz 4, Zuerich, ZH"	 Zuerich	 ZH	http://www.leucadia.com	1200	1
282	Dominion Resources	"Badenerstr 1941, Zuerich, ZH"	 Zuerich	 ZH	http://www.dom.com	3500	1
283	United States Steel	"Welschdoerfchen 1941, Chur, ZH"	 Chur	 ZH	http://www.ussteel.com	3500	1
284	L-3 Communications	"Le Reduit, Tschiertschen, GR"	 Tschiertschen	 GR	http://www.l-3com.com	1400	1
285	Edison International	"Bendlehn, Trogen, SG"	 Trogen	 SG	http://www.edisoninvestor.com	1400	1
286	Entergy	"Spisertor 3, St. Gallen, SG"	 St. Gallen	 SG	http://www.entergy.com	1400	1
287	ADP	"Langstr 14, Zuerich, ZH"	 Zuerich	 ZH	http://www.adp.com	700	1
288	First Data	"Roessligasse 4, Zurich, ZH"	 Zurich	 ZH	http://www.firstdata.com	700	1
289	BlackRock	"Zum Froehlichen Schweizer 3, Zurich, ZH"	 Zurich	 ZH	http://www.blackrock.com	5000	1
290	WestRock	"Chrottenweg, Bern, BE"	 Bern	 BE	http://www.westrock.com	5000	1
291	Voya Financial	"Bruppacher Str 3, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.voya.com	5000	1
292	Sherwin-Williams	"Limmatquai, Zuerich, ZH"	 Zuerich	 ZH	http://www.sherwin.com	1800	1
293	Hilton Worldwide Holdings	"Dreikoenigsstr 3, Zurich, ZH"	 Zurich	 ZH	http://www.hiltonworldwide.com	1800	1
295	R.R. Donnelley & Sons	"Kreuzstr 32, Zurich, ZH"	 Zurich	 ZH	http://www.rrdonnelley.com	2300	1
296	Stanley Black & Decker	"1539 Stripes Rd, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.stanleyblackanddecker.com	2300	1
299	Murphy USA	"1593 Silverado St, Bangalore, Kar"	 Bangalore	 Kar	http://corporate.murphyusa.com	1400	1
300	CBRE Group	"1596 Commando Blvd, Bangalore, Kar"	 Bangalore	 Kar	http://www.cbre.com	1200	1
302	D.R. Horton	"1599 Legend Rd, Bangalore, Kar"	 Bangalore	 Kar	http://www.drhorton.com	5000	1
303	Estee Lauder	"1600 Target Crt, Bangalore, Kar"	 Bangalore	 Kar	http://www.elcompanies.com	5000	1
304	Praxair	"1603 Rebel St, Bangalore, Kar"	 Bangalore	 Kar	http://www.praxair.com	500	1
305	Biogen	"1604 Volunteers Rd, Bangalore, Kar"	 Bangalore	 Kar	http://www.biogen.com	500	1
307	State Street Corp.	"1607 Abwdrts St, Bangalore, Kar"	 Bangalore	 Kar	http://www.statestreet.com	3500	1
308	Unum Group	"1608 Amadeus St, Bangalore, Kar"	 Bangalore	 Kar	http://www.unum.com	3500	1
309	Reynolds American	"1610 Betrayal Crt, Bangalore, Kar"	 Bangalore	 Kar	http://www.reynoldsamerican.com	5000	1
311	Group 1 Automotive	"1614 Crackers Rd, Bangalore - India, Kar"	 Bangalore - India	 Kar	http://www.group1auto.com	2300	1
312	Henry Schein	"1615 Crackers Crt, Bangalore - India, Kar"	 Bangalore - India	 Kar	http://www.henryschein.com	5000	1
315	Norfolk Southern	"1618 Footloose St, Bangalore - India, Kar"	 Bangalore - India	 Kar	http://www.nscorp.com	900	1
316	Reinsurance Group of America	"1619 Footloose Rd, Bangalore - India, Kar"	 Bangalore - India	 Kar	http://www.rgare.com	900	1
317	Public Service Enterprise Group	"1621 Gargon! Blvd, Bangalore - India, Kar"	 Bangalore - India	 Kar	http://www.pseg.com	600	1
23	DTE Energy	"8110 Jackson Rd, Ann Arbor, MI"	 Ann Arbor	 MI	http://www.dteenergy.com	200	1
27	Assurant	"101 N Falahee Rd, Jackson, MI"	 Jackson	 MI	http://www.assurant.com	300	1
37	Huntsman	"555 John F Kennedy Rd, Dubuque, IA"	 Dubuque	 IA	http://www.huntsman.com	500	1
42	Becton Dickinson	"1691 Asbury Rd, Dubuque, IA"	 Dubuque	 IA	http://www.bd.com	500	1
68	AutoZone	"113 N 1St St, Minneapolis, MN"	 Minneapolis	 MN	http://www.autozone.com	1200	1
73	Navistar International	"1409 Willow St # 600, Minneapolis, MN"	 Minneapolis	 MN	http://www.navistar.com	1200	1
82	Discover Financial Services	"85 High St, Buffalo, NY"	 Buffalo	 NY	http://www.discoverfinancial.com	1200	1
87	Liberty Interactive	"2979 Hamburg St, Schenectady, NY"	 Schenectady	 NY	http://www.libertyinteractive.com	1200	1
116	Baxter International	"810 Race St, Philadelphia, PA"	 Philadelphia	 PA	http://www.baxter.com	1900	1
120	Stryker	"135 S 18Th St # 1, Philadelphia, PA"	 Philadelphia	 PA	http://www.stryker.com	2300	1
130	Western Refining	"5565 Baynton St, Philadelphia, PA"	 Philadelphia	 PA	http://www.wnr.com	2400	1
154	Universal Health Services	"1751 Madison Ave, Council Bluffs, IA"	 Council Bluffs	 IA	http://www.uhsinc.com	3500	1
158	Owens & Minor	"310 Broadway St, Alexandria, MN"	 Alexandria	 MN	http://www.owens-minor.com	3600	1
168	Advance Auto Parts	"2674 Collingwood St, Detroit, MI"	 Detroit	 MI	http://www.advanceautoparts.com	3700	1
172	MasterCard	"660 Woodward Ave # 2290, Detroit, MI"	 Detroit	 MI	http://www.mastercard.com	3700	1
198	Eastman Chemical	"2017 Convoy St, Tokyo, "	 Tokyo	 	http://www.eastman.com	2400	1
202	Sonic Automotive	"Piazza Del Congresso 22, San Giminiano, "	 San Giminiano	 	http://www.sonicautomotive.com	3600	1
210	CST Brands	"2033 Spartacus St, Samutprakarn, "	 Samutprakarn	 	http://www.cstbrands.com	3700	1
214	eBay	"Via Del Disegno 194, Milano, "	 Milano	 	http://www.ebay.com	1500	1
222	GameStop	"1605 Bazigar Crt, Pune, "	 Pune	 	http://www.gamestopcorp.com	5000	1
225	Reliance Steel & Aluminum	"1609 Pakija Rd, New Delhi, "	 New Delhi	 	http://www.rsac.com	3700	1
247	Celgene	"1667 2010 St, Batavia, Ker"	 Batavia	 Ker	http://www.celgene.com	500	1
250	Genworth Financial	"Piazza Svizzera, Roma, "	 Roma	 	http://www.genworth.com	2400	1
258	Priceline Group	"Via Notoriosa 1943, Ventimiglia, "	 Ventimiglia	 	http://www.pricelinegroup.com	700	1
262	MGM Resorts International	"Piazza Svizzera, San Giminiano, "	 San Giminiano	 	http://www.mgmresorts.com	100	1
270	Fidelity National Financial	"Sonnenberg 4, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.fnf.com	500	1
274	Republic Services	"Kreuzritterplatz 5, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.republicservices.com	3500	1
298	Peter Kiewit Sons?	"1592 Silverado St, Bangalore, Kar"	 Bangalore	 Kar	http://www.kiewit.com	1400	1
306	Mosaic	"1606 Volunteers Blvd, Bangalore, Kar"	 Bangalore	 Kar	http://www.mosaicco.com	3500	1
310	Core-Mark Holding	"1611 Carmen Blvd, Bangalore, Kar"	 Bangalore	 Kar	http://www.core-mark.com	5000	1
318	Cameron International	"1667 2010 St, Batavia, IL"	 Batavia	 IL	http://www.c-a-m.com	200	1
297	Xcel Energy	"1540 Stripes Crt, Baden-Daettwil, AG"	 Baden-Daettwil	 AG	http://www.xcelenergy.com	400	1
126	State Farm Insurance Cos.	"223 4Th Ave # 1100, Pittsburgh, PA"	 Pittsburgh	 PA	http://www.statefarm.com	2300	1
131	Johnson & Johnson	"5640 Fishers Ln, Rockville, MD"	 Rockville	 MD	http://www.jnj.com	2400	1
134	Marathon Petroleum	"4301 Ashland Ave, Baltimore, MD"	 Baltimore	 MD	http://www.marathonpetroleum.com	2400	1
138	Aetna	"200 E Fort Ave, Baltimore, MD"	 Baltimore	 MD	http://www.aetna.com	2400	1
141	AIG	"12817 Coastal Hwy, Ocean City, MD"	 Ocean City	 MD	http://www.aig.com	2400	1
143	Intel	"9435 Washington Blvd N # M, Laurel, MD"	 Laurel	 MD	http://www.intel.com	2400	1
147	Pfizer	"206 S Broadway # 707, Rochester, MN"	 Rochester	 MN	http://www.pfizer.com	2400	1
150	FedEx	"2215 Oak Industrial Dr Ne, Grand Rapids, MI"	 Grand Rapids	 MI	http://www.fedex.com	2400	1
153	New York Life Insurance	"215 4Th Ave Se, Cedar Rapids, IA"	 Cedar Rapids	 IA	http://www.newyorklife.com	2500	1
157	Ingram Micro	"4811 S 76Th St # 205, Milwaukee, WI"	 Milwaukee	 WI	http://www.ingrammicro.com	3600	1
161	American Airlines Group	"800 Carter St, Rochester, NY"	 Rochester	 NY	http://www.aa.com	3600	1
165	Johnson Controls	"6Th And Master St, Philadelphia, PA"	 Philadelphia	 PA	http://www.johnsoncontrols.com	3600	1
170	Goldman Sachs Group	"23985 Bedford Rd N, Battle Creek, MI"	 Battle Creek	 MI	http://www.gs.com	3700	1
174	Oracle	"701 Seneca St, Buffalo, NY"	 Buffalo	 NY	http://www.oracle.com	5000	1
320	RAJ	"701 Seneca St, Buffalo, NY"	 BANGALORE	 NY	http://www.oracle.com	8000	1
321	RAM	"701 Seneca St, Buffalo, NY"	 DELHI	 NY	http://www.oracle.com	9000	1
322	DIVYA	"701 Seneca St, Buffalo, NY"	 PUNE	 NY	http://www.oracle.com	10000	1
321	RAM	"701 Seneca St, Buffalo, NY"	 DELHI	 NY	http://www.oracle.com	9000	1
322	DIVYA	"701 Seneca St, Buffalo, NY"	 PUNE	 NY	http://www.oracle.com	10000	1
321	RAM	"701 Seneca St, Buffalo, NY"	 DELHI	 NY	http://www.oracle.com	9000	1
322	DIVYA	"701 Seneca St, Buffalo, NY"	 PUNE	 NY	http://www.oracle.com	10000	1
